Program,cpu-cycles_mean,cpu-cycles_std_dev,cpu-cycles_ic_low,cpu-cycles_ic_high,instructions_mean,instructions_std_dev,instructions_ic_low,instructions_ic_high,cache-references_mean,cache-references_std_dev,cache-references_ic_low,cache-references_ic_high,cache-misses_mean,cache-misses_std_dev,cache-misses_ic_low,cache-misses_ic_high
array5_1,9366342660.9,298100095.64976394,9253127341.81863,9479557979.981369,24423119454.033333,584018.242896543,24422897649.972603,24423341258.094063,86536.46666666666,21783.00841899994,78263.50639359545,94809.42693973787,19394.9,4048.3152491705323,17857.391930176018,20932.408069823985
sortedlist5_1,5549134611.2,124312049.41678262,5501922186.428035,5596347035.971965,15672270345.3,280762.22262395517,15672163714.724953,15672376975.875046,44907.13333333333,5864.225483007586,42679.96142392263,47134.305242744034,11828.133333333333,1523.0271989983924,11249.703427336948,12406.563239329718
array5_2,1003788.1666666666,35845.15927530832,990174.5476034762,1017401.785729857,750820.6,10325.838150323038,746898.9539554951,754742.2460445048,14308.6,275.519460897653,14203.960571385716,14413.239428614284,440.8333333333333,452.5026764807278,268.9775182881441,612.6891483785225
sortedlist5_2,999619.6333333333,54027.56790348382,979100.524387559,1020138.7422791076,746142.0666666667,12695.050746736786,741320.6182940549,750963.5150392784,14142.0,235.2707659981013,14052.64660752646,14231.35339247354,495.5,756.506124672277,208.18683391363584,782.8131660863642
array5_3,7523380.566666666,277408.4078477896,7418023.7356267935,7628737.397706539,13216323.6,16426.433085325207,13210085.011384085,13222562.188615914,15414.233333333334,636.2120025763599,15172.606624968552,15655.860041698115,577.4333333333333,611.8857564030142,345.04548051659816,809.8211861500683
sortedlist5_3,1015793.5,22871.792147752654,1007107.0309791618,1024479.9690208382,805163.2333333333,8573.695643005349,801907.0328084269,808419.4338582397,14120.833333333334,380.2406328746165,13976.421891650405,14265.244775016263,245.93333333333334,130.0786770467098,196.5308033025207,295.335863364146
array5_4,70676421.26666667,1337939.797646066,70168285.63265422,71184556.90067911,155446578.86666667,14691.081248461222,155440999.3466482,155452158.38668516,17813.9,737.5226256416364,17533.796569607784,18094.00343039222,942.9333333333333,823.8488507541229,630.0440995689398,1255.8225670977267
sortedlist5_4,50447954.8,977112.6905114682,50076857.55230007,50819052.04769992,123163658.46666667,15540.781288239303,123157756.2394014,123169560.69393194,16898.766666666666,566.9697042660706,16683.43746377581,17114.095869557525,634.6,697.5741585427795,369.668582349176,899.5314176508241
array5_5,11760106.066666666,187851.81682626574,11688761.898407869,11831450.234925464,21638751.8,12296.782398660229,21634081.609807998,21643421.990192004,16262.833333333334,673.337809391063,16007.106629275768,16518.5600373909,819.8666666666667,742.0352971538633,538.0493705205574,1101.683962812776
sortedlist5_5,1192163.9666666666,44113.98232192247,1175409.9345230667,1208917.9988102664,1114901.3333333333,10679.593517025303,1110845.334676057,1118957.3319906094,14432.933333333332,629.6576812487524,14193.795888109675,14672.07077855699,420.06666666666666,441.5194169632357,252.38217947065505,587.7511538626783
array5_6,3106270.033333333,59568.979149376806,3083646.3539713793,3128893.712695287,5181175.866666666,10901.414424233622,5177035.622733542,5185316.110599791,14858.866666666667,818.6117815478158,14547.966417373918,15169.766915959415,723.2,651.9959815827089,475.5787004034289,970.8212995965712
sortedlist5_6,1980886.9333333333,87960.31259378036,1947480.5205138556,2014293.346152811,3146092.7666666666,9901.657947648073,3142332.2198559246,3149853.3134774086,14473.266666666666,815.615061710418,14163.50454043238,14783.028792900954,744.1333333333333,743.8361707317606,461.6320841133331,1026.6345825533335
array5_7,148124838968.43332,2186661289.491627,147294367729.99557,148955310206.87106,290241622524.8333,3119657.7000439656,290240437711.25195,290242807338.4147,723281.2666666667,76332.18994148026,694291.094014868,752271.4393184654,264362.6666666667,30476.53949989875,252787.99361446194,275937.3397188714
sortedlist5_7,3889992355.866667,65039104.02611805,3865291179.910875,3914693531.8224587,9918309095.1,191077.87239244458,9918236525.709356,9918381664.490644,40000.76666666667,4409.619081684444,38326.03915518426,41675.49417814908,9240.8,1515.4911723046537,8665.232198642922,9816.367801357077
array5_8,1112153.1333333333,57055.46010665607,1090484.0623884562,1133822.2042782104,916791.6666666666,14476.099291207174,911293.7945618782,922289.5387714551,14558.066666666668,657.8402507870398,14308.225774347982,14807.907558985353,434.53333333333336,469.6425401894036,256.1679761339921,612.8986905326747
sortedlist5_8,1042685.3,32829.83307110571,1030216.8705000639,1055153.729499936,850868.6666666666,12115.225853812584,846267.4297640332,855469.9035693001,14293.933333333332,355.1004490125137,14159.069872275866,14428.796794390799,446.23333333333335,663.3250426617573,194.30937404736807,698.1572926192987
array5_9,24636050283.233334,898281142.0987853,24294892438.564354,24977208127.902313,49767928309.9,1010499.845234669,49767544532.55783,49768312087.24217,145878.5,22797.65611599871,137220.187073752,154536.812926248,49198.7,4625.185575736395,47442.10257380271,50955.297426197285
sortedlist5_9,3987956176.266667,154741175.72708163,3929187085.4792867,4046725267.054047,10068593258.333334,238965.96271161482,10068502501.543541,10068684015.123127,38681.23333333333,5731.622310674546,36504.422731033796,40858.043935632864,9269.266666666666,1487.052676344124,8704.49951060072,9834.033822732612
array5_10,306342173874.2,3724820730.463637,304927525661.4876,307756822086.9124,594345011441.6333,2864839.417282017,594343923405.3882,594346099477.8784,1774298.8666666667,120496.85845330391,1728535.4117829711,1820062.3215503623,563627.7666666667,56450.76037260752,542188.3543979786,585067.1789353548
sortedlist5_10,7232523564.966666,41217826.52263157,7216869462.70471,7248177667.228622,8798737437.633333,327472.06807975576,8798613067.144297,8798861808.12237,53415.2,5410.913887074284,51360.19112483793,55470.20887516206,16122.566666666668,2929.2165924621477,15010.080639276475,17235.05269405686
array6_1,36069157983.4,1181584792.7884395,35620404355.71111,36517911611.08889,88214442602.3,1282609.2459973446,88213955480.63463,88214929723.96538,257201.83333333334,38065.35058386068,242745.00867884126,271658.65798782546,71591.56666666667,8639.661184264629,68310.31311456901,74872.82021876432
sortedlist6_1,30821417026.5,288851878.7737684,30711714084.099583,30931119968.900417,79696220585.3,713675.4091111799,79695949538.79468,79696491631.80533,168559.96666666667,22759.344055403315,159916.20426297226,177203.7290703611,60573.86666666667,6380.885579778267,58150.472620577326,62997.26071275601
array6_2,1004643.2666666667,42560.176516655665,988479.3538239357,1020807.1795093977,758570.2666666667,12735.934332780178,753733.2911328542,763407.2422004793,14368.766666666666,429.4309167051462,14205.67326626971,14531.860067063622,424.93333333333334,821.7444425664762,112.84333193390273,737.0233347327639
sortedlist6_2,1009386.3,65116.1162827094,984655.8755893083,1034116.7244106918,749667.9666666667,11349.45818231964,745357.560369375,753978.3729639583,14304.4,464.95000448076854,14127.816819107566,14480.983180892434,430.1333333333333,520.8720721593313,232.3115321643165,627.9551345023501
array6_3,7425105.266666667,261480.8054311614,7325797.573537566,7524412.959795767,13205149.4,18007.191584845576,13198310.455729976,13211988.344270024,15231.266666666666,655.3292777087121,14982.379415834233,15480.1539174991,834.8,802.3201106790232,530.0871580335008,1139.512841966499
sortedlist6_3,1004240.7666666667,25969.17486390783,994377.9438718981,1014103.5894614353,803697.6666666666,13365.19477681572,798621.7045541968,808773.6287791365,14192.933333333332,444.35308283190994,14024.172649282058,14361.694017384607,222.2,362.3289849478418,84.59121609845448,359.8087839015455
array6_4,780158820.9333333,22181325.855560813,771734583.8363563,788583058.0303103,1904070667.6,48856.18054562459,1904052112.5302422,1904089222.6697576,29465.5,4932.672499095529,27592.122235086037,31338.877764913963,2133.8333333333335,959.5947090076911,1769.389232997517,2498.27743366915
sortedlist6_4,356363101.9,8899323.751104759,352983231.2028987,359742972.5971013,892415687.8333334,21201.805082088857,892407635.608049,892423740.0586177,19801.533333333333,1235.2344374877005,19332.40412800503,20270.662538661636,1169.7666666666667,390.08850989942727,1021.6151036087084,1317.9182297246248
array6_5,18712466.9,223251.73692558365,18627678.209891036,18797255.59010896,35175782.46666667,13069.008367720771,35170818.99307501,35180745.940258324,16699.266666666666,464.18271785532426,16522.974893262504,16875.55844007083,541.8333333333334,378.6077198837281,398.04205503845253,685.6246116282142
sortedlist6_5,1248650.5333333334,49241.90411477697,1229948.9697716814,1267352.0968949855,1211413.3,11530.726227923951,1207034.0499823547,1215792.5500176453,14362.966666666667,542.4347876831729,14156.955570177328,14568.977763156006,534.5,578.4726873414163,314.80208365259455,754.1979163474055
array6_6,3102125.1333333333,63790.16827627557,3077898.290198946,3126351.9764677207,5177228.966666667,13550.825159335829,5172082.504063607,5182375.429269726,14893.2,759.369931807504,14604.799189718504,15181.600810281498,536.9,580.2771952552791,316.5167502956645,757.2832497043355
sortedlist6_6,1959895.0333333334,63651.50707641485,1935720.8522819695,1984069.2143846974,3148979.566666667,12894.09047505441,3144082.5250732535,3153876.60826008,14352.3,493.3235685970551,14164.940834256238,14539.65916574376,585.5,715.7068184668915,313.68198650750867,857.3180134924913
array5_1,9746680815.466667,292529417.3878365,9578997584.378937,9914364046.554398,24422979827.533333,137649.5220361561,24422900924.300903,24423058730.765762,150400.2,34072.99208111903,130868.93556851982,169931.46443148018,31214.0,3814.2226993189583,29027.617543079414,33400.38245692059
sortedlist5_1,5831464608.733334,176871214.95617148,5730078782.052723,5932850435.413944,15672091340.0,112561.65059438908,15672026817.59594,15672155862.40406,82228.26666666666,17565.589730935753,72159.34823669674,92297.18509663659,19143.266666666666,4039.1698398997232,16827.94038011913,21458.592953214204
array5_2,1119074.5333333334,227419.3687233248,988713.5771601627,1249435.489506504,750606.4,17315.040709548834,740681.1008676282,760531.6991323718,14693.866666666667,619.6383748248292,14338.678577467343,15049.054755865991,1086.7333333333333,1434.7764734929578,264.2931250551161,1909.1735416115507
sortedlist5_2,1143384.4666666666,210206.3888102569,1022890.3065041163,1263878.626829217,747366.6,13569.855979584552,739588.1094934021,755145.0905065979,14309.4,330.5816691832746,14119.904519777807,14498.895480222192,1578.2666666666667,1508.6299067549853,713.4923149478257,2443.0410183855074
array5_3,7432761.466666667,150232.22452362062,7346645.598230027,7518877.335103307,13224388.266666668,19352.591638560683,13213295.005944882,13235481.527388453,15881.533333333333,587.8480378087143,15544.56804878672,16218.498617879946,366.53333333333336,519.1099904858528,68.96995911998863,664.0967075466781
sortedlist5_3,1141765.6,204768.89445837878,1024388.3113989016,1259142.8886010987,798674.7333333333,9979.234282359654,792954.4530853165,804395.0135813501,14207.666666666666,347.31650631024655,14008.578470654604,14406.754862678728,777.2666666666667,904.6415471825782,258.70952816643046,1295.8238051669027
array5_4,71215666.26666667,2148291.765732314,69984225.99712427,72447106.53620906,155432512.13333333,11775.634810158737,155425762.1233319,155439262.14333475,18146.2,1162.3850308740216,17479.899566062613,18812.500433937388,1361.9333333333334,2325.7765002013602,28.755556465097015,2695.1111102015698
sortedlist5_4,51047521.46666667,1514390.5557342803,50179445.00522281,51915597.928110525,123160617.6,16429.458127806083,123151199.93305732,123170035.26694266,17230.733333333334,897.8530292994628,16716.067497879136,17745.39916878753,1069.2666666666667,1776.7407038982612,50.80628515996909,2087.727048173364
array5_5,12218385.8,1624960.0502645061,11286928.874915509,13149842.725084493,21643732.866666667,16178.981063370118,21634458.777774554,21653006.95555878,16295.666666666666,577.4136202834922,15964.682581757244,16626.65075157609,371.2,446.2586992616129,115.39632301805469,627.0036769819453
sortedlist5_5,1786909.1333333333,1670883.4806012404,829128.0551080767,2744690.2115585897,1118782.4,14772.46586412257,1110314.5514350636,1127250.2485649362,14499.733333333334,444.53713255725023,14244.916489983705,14754.550176682962,1080.7333333333333,1916.2385539268214,-17.689776132337556,2179.1564427990043
array5_6,3102325.8666666667,101148.95650861764,3044345.4283231604,3160306.305010173,5183505.333333333,17021.42174894787,5173748.341978216,5193262.32468845,15168.266666666666,675.1883161179718,14781.236331562828,15555.297001770505,685.3333333333334,1474.1885300809467,-159.69858914409042,1530.3652558107572
sortedlist5_6,2168240.933333333,460113.14043243276,1904495.63638994,2431986.230276726,3148787.7333333334,12099.636856625995,3141851.9994121967,3155723.46725447,14615.0,655.5979458987548,14239.199224664531,14990.800775335469,370.4,177.85717116083157,268.44900512678583,472.3509948732141
array5_7,153300108425.0,5283944027.9648485,150271254727.4549,156328962122.5451,290243496004.93335,2765664.7167853755,290241910675.1571,290245081334.7096,1530244.8,104632.79133630464,1470267.363591482,1590222.2364085182,412987.5333333333,22183.209169299396,400271.7106901992,425703.3559764674
sortedlist5_7,4053669123.2,131302337.64559434,3978404213.3581467,4128934033.041853,9918094458.2,58458.42089006511,9918060948.76021,9918127967.639791,54159.73333333333,10956.251070913304,47879.40913009806,60440.0575365686,14708.466666666667,3215.335293385262,12865.377462716839,16551.555870616496
array5_8,1221711.7333333334,271843.8352720097,1065885.857574465,1377537.6090922018,924905.7333333333,17055.831223628145,915129.0178357832,934682.4488308834,14430.4,465.47635815366607,14163.580408223102,14697.219591776897,308.1333333333333,211.26314291791542,187.03342232076687,429.2332443458998
sortedlist5_8,1117648.3333333333,150362.07384960994,1031458.0328798008,1203838.6337868657,852320.6,12749.948600157832,845012.0954517465,859629.1045482535,14479.933333333332,465.73690236250576,14212.96439283394,14746.902273832726,1178.0666666666666,1645.3840672891206,234.90232016432185,2121.2310131690115
array5_9,25704815885.4,761980006.1804702,25268034960.590687,26141596810.209316,49767918951.26667,409651.35935255425,49767684131.588806,49768153770.944534,294479.8,43553.05648853285,269514.3886545109,319445.2113454891,74970.66666666667,15222.271322710754,66244.98135720567,83696.35197612767
sortedlist5_9,4194639529.6666665,158123267.66696072,4104000370.469242,4285278688.864091,10068492609.066668,107893.64122595712,10068430762.451254,10068554455.682081,57339.26666666667,10461.281721769194,51342.66797895395,63335.86535437939,15051.733333333334,3785.1348979336994,12882.02453803992,17221.44212862675
array5_10,313878110328.73334,4440467859.041586,311332752652.25006,316423468005.2166,594348918090.3334,2294266.909109216,594347602974.4325,594350233206.2343,4109318.1333333333,281868.7317781965,3947745.8029016727,4270890.4637649935,947167.6,38290.138159061265,925218.9900357771,969116.2099642229
sortedlist5_10,7468712274.133333,87974167.76747714,7418283866.504344,7519140681.762322,8798522893.866667,88755.02513312822,8798472017.857264,8798573769.87607,89094.6,11459.883703889262,82525.58432794515,95663.61567205486,26138.466666666667,6750.214474288124,22269.11983758137,30007.813495751965
array6_1,37698222414.6,1005244132.8810695,37121998027.53263,38274446801.667366,88214727169.73334,504983.77338900266,88214437703.76604,88215016635.70064,546640.8,89790.52333232797,495171.2240241208,598110.3759758794,119131.66666666667,14736.794208902951,110684.26574921439,127579.06758411895
sortedlist6_1,32365784251.733334,605920932.2831111,32018459252.366802,32713109251.099865,79696805115.06667,332825.61750391487,79696614333.31409,79696995896.81924,361436.4,42283.85514086119,337198.5181617274,385674.28183827264,98872.6,16652.894538387816,89326.85520586913,108418.34479413088
array6_2,1007814.4,61646.75739274532,972477.3472071455,1043151.4527928545,754377.4,11549.31456436557,747757.1209173196,760997.6790826805,14431.6,406.6123133075698,14198.52235911073,14664.677640889271,609.4666666666667,1326.4337584499103,-150.86950884294447,1369.8028421762779
sortedlist6_2,1133842.0666666667,250933.97541278112,990002.1063555377,1277682.0269777956,748840.0,11763.229664226288,742097.1008559137,755582.8991440863,14363.733333333334,423.165604567395,14121.167042077308,14606.29962458936,1321.6,1775.964669318246,303.5844557577892,2339.6155442422105
array6_3,7406904.266666667,144298.73173037783,7324189.585201549,7489618.948131784,13213253.333333334,18239.431616387858,13202798.15636703,13223708.510299638,15467.8,649.4982884247399,15095.495660280834,15840.104339719164,158.93333333333334,113.07782963762418,94.11504597153346,223.75162069513323
sortedlist6_3,1159640.2,212931.5278018421,1037583.940150681,1281696.459849319,799462.9333333333,7615.404663939767,795097.6436079688,803828.2230586979,14292.266666666666,284.49990431554727,14129.18609984445,14455.347233488883,1207.8,1583.7053682214168,299.9910158448487,2115.608984155151
array6_4,818843359.5333333,57951372.15430822,785624569.383697,852062149.6829696,1904027077.7333333,38970.4313045445,1904004739.1668522,1904049416.2998145,34501.4,10194.009121701498,28658.00687212727,40344.793127872734,4280.066666666667,3833.7536778231097,2082.4886943988527,6477.64463893448
sortedlist6_4,375439934.53333336,27843040.645113613,359479792.6085651,391400076.45810163,892397499.1333333,53530.092847377804,892366814.7016299,892428183.5650368,21122.733333333334,4131.547949887817,18754.454218646657,23491.01244802001,1965.4,2492.817570541414,536.4712157661102,3394.32878423389
array6_5,19400339.533333335,2589028.917017675,17916260.63945064,20884418.42721603,35170724.0,17729.980454961966,35160560.84978981,35180887.15021019,16327.2,476.5971324574527,16054.005776283151,16600.394223716852,922.1333333333333,1283.8788035567152,186.19043901575697,1658.0762276509097
sortedlist6_5,1359857.8666666667,233163.3601387281,1226204.3491898305,1493511.384143503,1215040.8666666667,10891.308454400181,1208797.7687631638,1221283.9645701696,14548.733333333334,478.14537073525617,14274.651631019513,14822.815035647154,1221.4666666666667,1714.7618636093143,238.53369396392588,2204.3996393694074
array6_6,3114516.1333333333,139362.64661707438,3034630.906451327,3194401.36021534,5178457.4,8689.080985543485,5173476.659300999,5183438.140699002,15332.8,834.0555696914524,14854.704039322114,15810.895960677884,477.6666666666667,1287.6280864010726,-260.42538539107005,1215.7587187244035
sortedlist6_6,2071158.3333333333,194849.9224024024,1959466.7815660448,2182849.8851006217,3147621.2666666666,8013.691504474632,3143027.6716142106,3152214.8617191226,14480.733333333334,508.3975434856292,14189.310530355162,14772.156136311505,1388.0,1535.7778919275188,507.6639249102177,2268.3360750897823
array6_7,1153195767630.5334,12591872122.037516,1145977875420.8506,1160413659840.2163,2204557708042.533,7153053.283464882,2204553607781.105,2204561808303.9614,11749393.0,481255.6084262638,11473528.452356858,12025257.547643142,3173508.4,70698.9101488842,3132982.4871054734,3214034.3128945264
sortedlist6_7,31070123331.866665,272758931.95946884,30913772905.891,31226473757.84233,75813398591.53334,155505.92520066735,75813309452.68288,75813487730.3838,338064.6666666667,32992.19183113214,319152.9367753246,356976.3965580088,90936.8,10357.484483534921,84999.69979432209,96873.90020567791
array6_8,1481635.6,123374.046775811,1410915.3319993676,1552355.8680006326,1445906.0,11555.491087213328,1439282.1804210602,1452529.8195789398,14473.533333333333,206.57811005901755,14355.118969143876,14591.94769752279,784.0666666666667,1067.9761836711946,171.88311671175188,1396.2502166215816
sortedlist6_8,1203811.2666666666,243475.32672133791,1064246.7406803914,1343375.7926529418,1004386.2666666667,12450.716806495744,997249.2872745958,1011523.2460587376,14046.933333333332,219.48043699205223,13921.12311853849,14172.743548128175,198.6,163.90802298850411,104.64491287973591,292.5550871202641
array6_9,31289846108.533333,2480015408.952285,29868255758.291286,32711436458.77538,54504755657.666664,1256293.543118787,54504035527.149925,54505475788.1834,358661.13333333336,48110.871238375585,331083.0989197866,386239.16774688015,93484.26666666666,16655.980249214463,83936.75308645528,103031.78024687804
sortedlist6_9,10048565185.266666,96352777.1265969,9993334004.973291,10103796365.560041,15864724267.466667,146950.37926813556,15864640032.812166,15864808502.121168,126670.93333333333,23106.076694141644,113426.10608678762,139915.76057987905,29541.466666666667,4421.009701665698,27007.26276312336,32075.670570209975
